C,DBE 1,DBE,H,KMD,N,O,S,class,intensity 1,intensity,isotope kind,m/z,ppm,s/n,theo
26,18,18,17,0.578121877,,15,,O15,41524109,41524109,,569.05761,-0.557799898,71.2,569.0572926
23,13,13,21,0.55701627,,17,,O17,18774905,18774905,,569.07895,-0.928202652,31,569.0784218
27,17,17,21,0.541777105,,14,,O14,29944683,29944683,,569.09404,-0.636134461,50.7,569.093678
24,12,12,25,0.520671498,,16,,O16,21659479,21659479,,569.11523,-0.742943418,36.1,569.1148072
28,16,16,25,0.505432333,,13,,O13,30213961,30213961,,569.13049,-0.749600359,51.2,569.1300634
25,11,11,29,0.484326726,,15,,O15,26116917,26116917,,569.15171,-0.909108347,44,569.1511926
29,15,15,29,0.469087562,,12,,O12,25264935,25264935,,569.16683,-0.669786669,42.5,569.1664488
26,10,10,33,0.447981955,,14,,O14,28927763,28927763,,569.1879,-0.565753914,49,569.187578
30,14,14,33,0.43274279,,11,,O11,22159109,22159109,,569.20322,-0.677825332,37,569.2028342
27,9,9,37,0.411637183,,13,,O13,19151601,19151601,,569.22438,-0.731908926,31.7,569.2239634
31,13,13,37,0.396398018,,10,,O10,12392163,12392163,,569.23949,-0.475055286,19.7,569.2392196
28,8,8,41,0.375292411,,12,,O12,4694735,4694735,,569.26084,-0.862909389,6.1,569.2603488
25,18,18,16,0.583984181,1,15,,N1O15,6468607,6468607,,570.05308,-0.944509603,9.3,570.0525416
26,17,17,20,0.547639409,1,14,,N1O14,9460959,9460959,,570.08861,0.556018342,14.6,570.088927
